id_usuario,id_universidad,id_grado_academico,titulo_profesional,especialidad,fecha_emision,resolucion,id_tipo_obtencion
551,10,2,INGENIERO METALURGISTA,-,1991-07-05,S/N,2
551,10,1,BACHILLER EN INGENIERIA METALURGICA,-,1982-03-25,038-82-PAIM,2
551,1,3,MAGISTER SCIENTIAE EN: EXTRACCION DE METALES ESTRATEGICOS,-,2011-06-03,1068-2011-R-UNA,2
552,10,2,INGENIERO METALURGISTA,-,1995-01-09,S/N,2
552,10,1,BACHILLER EN INGENIERIA METALURGICA,-,1988-01-21,193-88-FIP,2
552,1,3,Magíster Scientiae en Extracción de Metales Estratégicos,-,2013-07-10,2019-2013-R-UNA,2
552,10,4,DOCTORA EN INGENIERÍA DE PROCESOS,-,2019-12-13,O.G.Y.T. 022-2019,2
553,10,2,INGENIERO METALURGISTA,-,1985-11-06,S/N,2
553,10,1,BACHILLER EN INGENIERIA METALURGICA,-,1982-07-07,116-82-PAQ,2
553,10,3,"MAESTRO EN CIENCIAS: INGENIERÍA INDUSTRIAL, CON MENCIÓN EN GESTIÓN DE PRODUCCIÓN",-,2009-09-04,R.C.U. 676-2009,2
553,10,4,DOCTOR EN CIENCIAS: INGENIERÍA DE PRODUCCIÓN,-,2023-12-27,U.G.Y.T. N° 025-2023,2
554,1,3,MAGISTER SCIENTIAE EN EXTRACCION DE METALES ESTRATEGICOS,-,2009-10-30,1614-2009-R-UNA,2
554,1,2,INGENIERO METALURGISTA,-,1998-03-20,0343-98-R-UNA,2
554,1,1,BACHILLER EN INGENIERIA METALURGICA,-,1996-02-02,0114-96-R-UNA,2
554,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2019-11-15,2894-2019-R-UNA,2
555,10,2,INGENIERO METALURGISTA,-,1984-04-18,S/N,2
555,10,1,BACHILLER EN INGENIERIA METALURGICA,-,1979-04-25,S/N,2
555,1,3,MAGISTER SCIENTIAE EN TECNOLOGIAS DE PROTECCION AMBIENTAL,-,2008-03-07,0450-2008-R-UNA,2
555,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2025-01-31,0164-2025-R-UNA,2
556,10,2,INGENIERO METALURGISTA,-,1993-02-08,S/N,2
556,10,1,BACHILLER EN INGENIERIA METALURGICA,-,1988-04-07,220-88-FIP,2
556,1,3,Magíster Scientiae en Extracción de Metales Estratégicos,-,2019-12-04,3185-2019-R-UNA,2
556,10,4,DOCTOR EN INGENIERÍA DE PROCESOS,-,2020-12-21,O.G.Y.T. 018-2020,2
557,1,3,MAGISTER EN SCIENTIAE EN EXTRACCIEN DE METALES ESTRATEGICOS,-,2005-12-09,1570-2005-R-UNA,2
557,1,2,Ingeniero Metalurgista,-,1999-12-30,2075-99-R-UNA,2
558,17,1,BACHILLER EN INGENIERIA METALURGICA,-,1987-10-26,R-980-87,2
558,17,2,INGENIERO METALURGICO,-,1989-01-16,R-1268-88,2
558,17,2,TITULO DE INGENIERO METALURGICO,-,1989-01-16,R-1268-88,2
558,1,3,Magíster Scientiae en Tecnologías de Protección Ambiental,-,2024-11-15,3144-2024-R-UNA,2
559,51,3,MAESTRO EN CIENCIAS (MAGISTER SCIENTIAE),CON MENCION EN GESTION AMBIENTAL Y DESARROLLO SOSTENIBLE,2005-06-09,4063-2005-CU,2
559,1,4,"Doctoris Scientiae en: Ciencia, Tecnología y Medio Ambiente",-,2017-02-10,0450-2017-R-UNA,2
559,51,3,MAESTRO EN CIENCIAS,GESTION AMBIENTAL Y DESARROLLO SOSTENIBLE,2005-06-09,4063-2005-CU,2
559,51,2,INGENIERO METALURGISTA,-,1992-01-10,3011-92-UNJBG,2
560,1,3,MAGISTER SCIENTIAE,EN: EXTRACCION DE METALES ESTRATEGICOS,2010-12-24,2733-2010-R-UNA,2
560,10,2,INGENIERO METALURGISTA,-,1990-09-12,S/N,2
560,10,1,BACHILLER EN INGENIERIA METALURGICA,-,1988-03-21,214-88-FIP,2
560,10,4,DOCTOR EN INGENIERÍA DE PROCESOS,-,2019-09-27,O.G.Y.T. 017-2019,2
561,1,2,INGENIERO METALURGISTA,-,1994-01-28,-,2
561,1,3,MAGISTER SCIENTIAE EN TECNOLOGIAS DE PROTECCION AMBIENTAL,-,2009-06-19,0829-2009-R-UNA,2
561,1,1,BACHILLER EN INGENIERÍA METALÚRGICA,-,1991-08-02,830-91-R-UNA,2
561,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2025-01-31,0164-2025-R-UNA,2
562,10,2,INGENIERO METALURGISTA,-,1982-08-13,S/N,2
562,10,1,BACHILLER EN INGENIERIA METALURGICA,-,1980-06-11,113-80-PAQ,2
562,36,3,MAESTRO EN ADMINISTRACION DE LA EDUCACION,-,2003-12-11,730-2003-RUIGV,2
562,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2025-01-31,0164-2025-R-UNA,2
563,1,2,INGENIERO METALURGISTA,-,1998-12-31,2380-98-R-UNA,2
563,7,1,BACHILLER EN EDUCACION,-,2011-08-12,1311-2011-CU-UJCM,2
563,1,5,Segunda Especialización Profesional en: Monitoreo y Evaluación Ambiental,Monitoreo y Evaluación Ambiental,2018-10-11,2618-2018-R-UNA,2
563,1,3,Magíster Scientiae en Ingeniería Química con Mención en: Seguridad Industrial y Ambiental,-,2018-02-27,0395-2018-R-UNA,2
563,1,1,BACHILLER EN INGENIERIA METALURGICA,-,1993-08-27,1050-93-R-UNA,2
563,13,2,INGENIERO CIVIL,-,2012-11-08,10229-2012-R-UAP,2
563,13,1,BACHILLER EN INGENIERIA CIVIL,-,2011-11-16,8910-2011-R-UAP,2
564,10,2,INGENIERO METALURGISTA,-,1980-01-25,S/N,2
564,1,3,MAGISTER SCIENTIAE EN: EXTRACCION DE METALES ESTRATEGICOS,-,2014-10-13,3465-2014-R-UNA,2
564,10,1,BACHILLER EN INGENIERÍA METALÚRGICA,-,1979-06-01,-,2
565,10,2,INGENIERO METALURGISTA,-,1994-09-02,S/N,2
565,10,1,BACHILLER EN INGENIERIA METALURGICA,-,1992-05-25,S/N,2
565,1,3,MAGISTER SCIENTIAE EN TECNOLOGIAS DE PROTECCION AMBIENTAL,-,2008-06-20,1561-2008-R-UNA,2
565,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2013-10-24,3181-2013-R-UNA,2
566,10,2,INGENIERO METALURGISTA,-,1995-06-28,S/N,2
566,10,1,BACHILLER EN INGENIERIA METALURGICA,-,1994-06-20,S/N,2
566,1,3,MAGISTER SCIENTIAE EN TECNOLOGIAS DE PROTECCION AMBIENTAL,-,2009-02-06,0206-2009-R-UNA,2
566,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2015-07-01,1947-2015-R-UNA,2
566,74,1,BACHILLER EN DERECHO CORPORATIVO,-,2021-01-23,N° 042-2021-UPTELESUP-R,2
566,74,2,ABOGADO,-,2022-04-25,N° 405-2022-UPTELESUP-R,2
567,17,1,BACHILLER EN ARQUITECTURA,-,1987-02-18,R-109-87,2
567,17,2,TITULO DE ARQUITECTO,-,1990-10-09,R-1516-90,2
567,17,2,ARQUITECTO,-,1990-10-09,R-1516-90,2
568,116,1,BACHILLER EN ARQUITECTURA,-,1972-11-01,-,2
568,116,2,ARQUITECTO,-,1974-01-21,FALTA,2
568,1,4,"Doctoris Scientiae en: Ciencia, Tecnologia y Medio Ambiente",-,2015-10-06,2956-2015-R-UNA,2
569,10,2,ARQUITECTO,-,2001-01-12,-,2
569,1,3,MAGISTER SCIENTIAE EN: ECONOMIA,MENCION EN: PROYECTOS DE INVERSION,2014-02-07,0491-2014-R-UNA,2
569,10,1,BACHILLER EN ARQUITECTURA,-,1993-01-08,-,2
569,28,4,TÍTULO UNIVERSITARIO OFICIAL DE DOCTOR DENTRO DEL PROGRAMA DE DOCTORADO EN COMUNICACIÓN Y ARQUITECTÓNICA (GRADO DE DOCTOR),-,2022-01-20,RESOLUCIÓN N° 003503-2022-SUNEDU-02-15-02,2
570,10,2,ARQUITECTO,-,1979-01-30,-,2
570,10,1,BACHILLER EN ARQUITECTURA,-,1976-11-29,-,2
570,1,3,MAGISTER SCIENTIAE EN: ORDENAMIENTO TERRITORIAL Y MEDIO AMBIENTE,-,2013-10-14,3048-2013-R-UNA,2
570,1,4,"Doctor en Ciencia, Tecnología y Medio Ambiente",-,2025-01-31,0163-2025-R-UNA,2
571,1,1,BACHILLER EN ARQUITECTURA Y URBANISMO,-,1998-11-06,2026-98-R-UNA,2
571,6,3,MAESTRO EN CIENCIAS CON MENCION EN PLANIFICACION Y GESTION URBANO REGIONAL,-,2021-05-21,0430,2
571,1,2,ARQUITECTO,-,2000-10-20,1592-2000-R-UNA,2
572,17,2,TITULO DE ARQUITECTO,-,1977-09-14,R-777-77,2
572,1,2,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,2006-07-07,1387-2006-R-UNA,2
572,1,4,Doctoris Scientiae en Economía y Gestión,-,2022-07-19,1497-2022-R-UNA,2
572,17,1,BACHILLER EN ARQUITECTURA,-,1976-04-02,R-313-76,2
572,17,2,ARQUITECTO,-,1977-09-14,R-777-77,2
573,17,2,ARQUITECTO,-,,0408-79,2
573,1,3,MAGISTER SCIENTIAE EN ORDENAMIENTO TERRITORIAL Y MEDIO AMBIENTE,-,2006-03-24,0493-2006-R-UNA,2
573,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2016-12-29,4853-2016-R-UNA,2
573,17,1,BACHILLER EN ARQUITECTURA,-,1978-03-15,R-168-78,2
574,10,2,ARQUITECTO,-,1995-02-16,239-94-FAU,2
574,10,1,BACHILLER EN ARQUITECTURA,-,1992-09-04,-,2
575,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2003-08-01,1340-2003-R-UNA,2
575,1,1,BACHILLER CS. JURIDICAS Y POLITICAS,-,2003-08-01,1340-2003-R-UNA,2
575,1,3,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,2011-03-18,0508-2011-R-UNA,2
575,1,2,ARQUITECTO,-,2005-12-09,1564-2005-R-UNA,2
575,1,2,ABOGADO,-,2004-11-12,266-2004-P-CTG-UNA,2
575,1,1,BACHILLER EN ARQUITECTURA Y URBANISMO,-,1999-07-23,1239-99-R-UNA,2
575,1,4,Doctoris Scientiae en Derecho,-,2022-02-11,0256-2022-R-UNA,2
575,1,1,BACHILLER EN INGENIERIA CIVIL,-,1999-07-23,1239-99-R-UNA,2
576,17,1,BACHILLER EN ARQUITECTURA,-,,0073-92,2
576,17,2,ARQUITECTO,-,,0554-94,2
577,10,2,ARQUITECTO,-,1992-02-14,-,2
577,10,1,BACHILLER EN ARQUITECTURA,-,1991-07-31,-,2
577,10,2,INGENIERO CIVIL,-,2002-01-25,-,2
577,10,1,BACHILLER EN INGENIERIA CIVIL,-,1995-12-11,-,2
577,1,4,DOCTORIS SCIENTIAE EN ECONOMIA Y GESTION,-,2011-12-30,2688-2011-R-UNA,2
577,10,4,DOCTOR EN CIENCIAS Y TECNOLOGIAS MEDIO AMBIENTALES,-,2010-12-30,RCU 667-2010,2
577,74,1,BACHILLER EN INGENIERÍA DE SISTEMAS E INFORMÁTICA,-,2019-07-18,N° 790-2019-UPTELESUP-R,2
577,1,3,MAGÍSTER SCIENTIAE EN: ORDENAMIENTO TERRITORIAL Y MEDIO AMBIENTE,-,2008-05-23,1875-2017-R-UNA (DUPLIC),2
577,74,2,INGENIERO DE SISTEMAS E INFORMÁTICA,-,2025-04-03,N° 152-2025-UPTELESUP-R,2
578,10,1,BACHILLER EN ARQUITECTURA,-,1982-01-12,-,2
578,1,3,MAGISTER SCIENTIAE,EN: ORDENAMIENTO TERRITORIAL Y MEDIO AMBIENTE,2013-07-10,2019-2013-R-UNA,2
578,10,2,ARQUITECTO,-,1998-05-15,-,2
579,1,2,ARQUITECTO,-,2003-05-16,0770-2003-R-UNA,2
579,1,1,BACHILLER EN ARQUITECTURA Y URBANISMO,-,1998-12-31,2381-98-R-UNA,2
579,82,3,MAESTRO EN ARQUITECTURA Y SOSTENIBILIDAD,-,2019-10-30,22819-19,2
580,17,2,TITULO DE ARQUITECTO,-,1980-01-29,R-113-80,2
580,17,1,BACHILLER EN ARQUITECTURA,-,1979-12-17,R-1008-79,2
580,17,2,ARQUITECTO,-,1980-01-29,R-113-80,2
581,10,2,ARQUITECTO,-,1982-04-01,-,2
581,10,1,BACHILLER EN ARQUITECTURA,-,1980-06-09,-,2
583,10,2,ARQUITECTO,-,1993-07-23,046-93-FAU,2
583,10,1,BACHILLER EN ARQUITECTURA,-,1985-01-10,010-85-FAU,2
583,19,3,"MAGISTER EN EDUCACIÓN, MENCIÓN: INVESTIGACIÓN Y DOCENCIA EN EDUCACIÓN SUPERIOR",-,2021-01-29,0006-2021-UANCV-CU-R,2
584,17,1,BACHILLER EN ARQUITECTURA,-,1989-05-03,R-234-89,2
584,17,2,TITULO DE ARQUITECTO,-,1993-10-07,R-1565-93,2
585,10,2,ARQUITECTO,-,1985-04-24,-,2
585,10,1,BACHILLER EN ARQUITECTURA,-,1978-07-10,-,2
585,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2014-09-04,3061-2014-R-UNA,2
585,1,3,MAGISTER EN SCIENTIAE EN ECONOMIA,-,2005-10-14,1164-2005-R-UNA,2
586,1,2,ARQUITECTO,-,2003-01-31,0196-2003-R-UNA,2
586,1,1,BACHILLER EN ARQUITECTURA Y URBANISMO,-,2001-04-20,508-2001-R-UNA,2
586,1,3,MAGISTER SCIENTIAE EN ORDENAMIENTO TERRITORIAL Y MEDIO AMBIENTE,-,2006-07-07,1385-2006-R-UNA,2
586,1,1,BACHILLER EN ARQUITECTURA,-,2001-04-20,508-2001-R-UNA,2
587,1,3,MAGISTER SCIENTIAE EN ECONOMIA,MENCION PROYECTOS DE INVERSION,2006-05-05,0889-2006-R-UNA,2
587,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2018-07-31,1924-2018-R-UNA,2
587,17,2,TITULO DE ARQUITECTO,-,1980-01-30,R-146-80,2
587,17,1,BACHILLER EN ARQUITECTURA,-,1978-11-20,R-815-78,2
587,17,2,ARQUITECTO,-,1980-01-30,R-146-80,2
588,10,2,LICENCIADO EN MATEMATICAS,-,2000-05-01,N.084-00-FCNF,2
588,10,1,BACHILLER EN MATEMATICAS,-,1995-05-05,N.112-95-FCNF,2
588,10,3,"MAESTRA EN CIENCIAS: MATEMÁTICAS, CON MENCIÓN EN MATEMÁTICA UNIVERSITARIA SUPERIOR",-,2018-10-05,O.G.Y.T. 022-2018,2
589,1,3,MAGISTER SCIENTIAE EN EDUCACION,MENCION: DIDACTICA DE LA MATEMATICA,2010-12-03,2578-2010-R-UNA,2
589,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1998-06-15,1365-98,2
589,17,1,BACHILLER EN FISICO MATEMATICAS,-,1996-02-19,R-596-96,2
589,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1998-07-15,R-1365-98,2
590,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1998-01-16,0123-98,2
590,17,1,BACHILLER EN FISICO MATEMATICAS,-,1994-08-13,R-1112-94,2
590,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1998-01-16,R-0123-98,2
591,13,3,MAESTRO EN EDUCACION,CON MENCION EN DIDACTICA DE LA MATEMATICA,2010-10-22,7581-2010-R-UAP,2
591,17,2,LICENCIADA EN FISICO MATEMATICAS,-,2000-10-02,1916-2000,2
591,17,2,LICENCIADO EN FISICO MATEMATICAS,-,2000-10-02,CU-1916-2000-GT,2
591,17,1,BACHILLER EN FISICO MATEMATICAS,-,1994-05-17,R-683-94,2
592,17,1,BACHILLER EN FISICO MATEMATICAS,-,1975-11-14,R-702-75,2
592,17,2,LICENCIADO EN FISICO MATEMATICAS,-,2000-12-18,2417-2000,2
592,41,3,MAGISTER EN MATEMATICA,-,1981-01-07,-,2
593,17,1,BACHILLER EN FISICO MATEMATICAS,-,1990-06-22,R-916-90,2
593,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1996-04-09,R-688-96,2
593,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1996-04-09,0688-96-GT,2
593,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1996-04-09,R-688-96,2
593,1,3,Magíster Scientiae en Informática Mención en Informática Educativa,-,2020-02-27,0263-2020-R-UNA,2
594,10,1,BACHILLER EN MATEMATICAS,-,1993-09-01,N.093-93-FCNF,2
594,10,2,LICENCIADO EN MATEMATICAS,-,2000-05-01,N.085-00-FCNF,2
594,6,3,MAESTRO EN CIENCIAS,MATEMATICA APLICADA,2009-10-27,1498-2009,2
594,6,4,DOCTOR EN CIENCIAS CON MENCION EN MATEMATICA,-,2024-08-29,3089,2
595,17,1,BACHILLER EN FISICO MATEMATICAS,-,1992-11-26,R-1975-92,2
595,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1996-05-30,0965-96-GT,2
595,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1996-05-30,R-965-96,2
595,1,3,MAGISTER SCIENTIAE EN: EDUCACION,MENCION EN: DIDACTICA DE LA MATEMATICA,2013-02-07,0482-2013-R-UNA,2
595,19,4,DOCTOR EN INGENIERÍA AMBIENTAL,-,2021-12-01,0651-2021-UANCV-CU-R,2
597,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1998-10-06,1815-98,2
597,17,1,BACHILLER EN FISICO MATEMATICAS,-,1997-09-17,1606-97,2
597,17,3,MAESTRO EN MATEMÁTICAS,-,2022-12-02,CU-3763-2022-GT-UNSAAC,2
598,10,2,LICENCIADO EN MATEMATICAS,-,2000-05-01,N.087-00-FCNF,2
598,10,1,BACHILLER EN MATEMATICAS,-,1993-10-01,N.098-93-FCNF,2
599,10,1,BACHILLER EN FISICA,-,1996-02-01,N.007-96-FCNF,2
599,10,2,LICENCIADO EN FISICA,-,1999-10-01,N.094-99-FCNF,2
599,1,3,Magíster Scientiae en Informática Mención en: Matemática y Simulación Computacional,-,2019-09-18,2410-2019-R-UNA,2
600,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1995-09-15,R-1234-95-GT,2
600,17,1,BACHILLER EN CIENCIAS AGRARIAS,-,1995-08-19,R-916-95-GT,2
600,17,2,INGENIERO AGRONOMO,-,1996-06-05,0945-96-GT,2
600,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1995-09-15,R-1234-95,2
600,17,2,TITULO DE INGENIERO AGRONOMO,-,1996-06-05,R-945-96,2
600,17,1,BACHILLER EN FISICO MATEMATICAS,-,1990-02-05,R-405-90,2
601,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1997-11-25,2164-97,2
601,17,1,BACHILLER EN FISICO MATEMATICAS,-,1995-01-26,R-084-95,2
601,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1997-11-25,R-2164-97,2
601,1,4,"Doctoris Scientiae en: Ciencia, Tecnología y Medio Ambiente",-,2017-04-06,1105-2017-R-UNA,2
601,1,3,MAGISTER SCIENTIAE EN: TECNOLOGIAS DE PROTECCION AMBIENTAL,-,2013-08-08,2238-2013-R-UNA,2
602,22,2,LICENCIADO EN FISICA,-,2001-02-23,00419-CTG-01,2
602,22,1,BACHILLER EN FISICA,-,1994-03-01,1011-R-94,2
602,1,3,Magíster Scientiae en Ingeniería Ambiental,-,2023-12-28,3494-2023-R-UNA,2
603,104,1,BACHILLER EN CIENCIAS FISICAS Y MATEMATICAS,-,1991-11-28,R.R. 0619-1997/UNT,2
603,104,2,LICENCIADO EN MATEMATICAS,-,1992-11-19,R.R. 0619-1997/UNT,2
603,10,3,"MAESTRA EN CIENCIAS: MATEMÁTICAS, CON MENCIÓN EN MATEMÁTICA UNIVERSITARIA SUPERIOR",-,2025-05-09,U.G.T. N° 007-2025,2
604,17,2,LICENCIADA EN FISICO MATEMATICAS,-,1998-06-03,1033-98,2
604,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1998-06-03,R-1033-98,2
604,17,1,BACHILLER EN FISICO MATEMATICAS,-,1994-03-24,R-456-94,2
604,1,3,Maestro en Educación con Mención en: Didáctica de la Matemática,-,2021-04-09,0604-2021-R-UNA,2
604,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1998-06-03,1033-1998,2
605,1,2,LICENCIADO EN FISICO MATEMATICA,-,2006-01-27,0145-2006-R-UNA,2
605,1,2,LICENCIADO EN FISICO MATEMATICAS,-,2006-01-27,0175-2006-R-UNA,2
605,1,1,BACHILLER EN CIENCIAS FISICO MATEMATICAS,-,2004-08-27,1424-2004-R-UNA,2
605,1,1,BACHILLER EN CIENCIAS FISICO - MATEMATICAS,-,2004-08-27,1424-2004-R-UNA,2
605,17,3,MAESTRO EN CIENCIAS,MENCIÓN EN FÍSICA,2017-06-08,1535,2
607,10,2,LICENCIADO EN MATEMATICAS,-,2000-01-14,-,2
607,10,3,"MAESTRO EN CIENCIAS: MATEMATICAS, CON MENCION EN MATEMATICA UNIVERSITARIA SUPERIOR",-,2018-01-22,O.G.Y.T. 004-2018,2
607,10,1,BACHILLER EN MATEMATICAS,-,1991-08-09,-,2
608,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1999-08-09,1305-99,2
608,17,1,BACHILLER EN FISICO MATEMATICAS,-,1981-12-02,R-1560-81,2
608,17,3,MAGISTER EN CIENCIAS,MENCION EN FISICA,2012-07-18,2251,2
609,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1998-03-06,0731-98,2
609,17,1,BACHILLER EN FISICO MATEMATICAS,-,1977-03-03,R-173-77,2
609,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1998-03-06,R-0731-98,2
610,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1997-07-25,1149-97,2
610,17,1,BACHILLER EN FISICO MATEMATICAS,-,1996-06-07,0992-96-GT,2
610,1,3,Magíster Scientiae en Ingeniería Ambiental,-,2020-12-18,1650-2020-R-UNA,2
610,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1997-07-25,R-1149-97,2
611,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1997-08-15,1268,2
611,17,1,BACHILLER EN FISICO MATEMATICAS,-,1996-06-18,1052-96-GT,2
611,1,3,Magíster Scientiae en Tecnologías de Protección Ambiental,-,2022-02-28,0385-2022-R-UNA,2
611,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1997-08-15,R-1268-97,2
612,17,1,BACHILLER EN FISICO MATEMATICAS,-,1995-02-21,R-0304-95-GT,2
612,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1997-02-14,0407-97,2
612,17,3,MAGISTER EN CIENCIAS,MENCION EN FISICA,2014-09-03,2652,2
612,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2022-06-28,1318-2022-R-UNA,2
612,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1997-02-14,R-0407-97,2
613,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1998-03-06,R-0441-98,2
613,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1998-03-06,0441-1998,2
613,17,1,BACHILLER EN MATEMATICAS,-,1995-08-04,R-0958-95-GT,2
613,17,1,BACHILLER EN FISICO MATEMATICAS,-,1995-08-04,R-958-95,2
613,17,3,MAGISTER EN CIENCIAS,MENCION EN FISICA,2012-09-03,2748,2
614,17,1,BACHILLER EN FISICO MATEMATICAS,-,1997-09-23,1649-97,2
614,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1998-01-19,R-0327-98,2
614,1,3,MAGISTER SCIENTIAE EN EDUCACION,CON MENCION EN: DIDACTICA DE LA MATEMATICA,2010-12-24,2734-2010-R-UNA,2
614,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1998-01-19,0327-98,2
614,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGÍA Y MEDIO AMBIENTE",-,2016-01-11,0036-2016-R-UNA,2
614,13,1,BACHILLER EN INGENIERÍA CIVIL,-,2017-10-13,19109-2017-R-UAP,2
615,10,1,BACHILLER EN MATEMATICAS,-,1992-09-01,N.164-92-FCNF,2
615,10,2,LICENCIADO EN MATEMATICAS,-,2000-04-28,-,2
616,17,2,TITULO DE LIC. EN FISICO MATEMATICAS,-,1998-03-06,R-0474-98,2
616,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1998-03-06,0474-98,2
616,10,3,MAESTRO EN CIENCIAS: MATEMATICA,CON MENCION EN: MODELACION MATEMATICA,2010-02-05,RCU 036-2010,2
616,17,1,BACHILLER EN FISICO MATEMATICAS,-,1993-07-19,R-1066-93,2
616,10,3,MAESTRO EN MATEMATICAS,MODELACION MATEMATICA,2010-02-05,RCU 036-2010,2
616,17,2,LICENCIADO EN FISICO MATEMATICAS,-,1998-03-06,0474-1998,2
616,117,4,GRADO DE DOCTOR EN MATEMÁTICA ,-,2019-03-28,RESOLUCIÓN Nº 6651-2019-SUNEDU-02-15-02,2
617,104,2,LICENCIADO EN MATEMATICAS,-,1993-03-04,0619-97/UNT,2
617,1,3,MAGISTER SCIENTIAE EN INFORMATICA,-,2008-03-07,0453-2008-R-UNA,2
617,104,1,BACHILLER EN CIENCIAS FISICAS Y MATEMATICAS,-,,0619-97/UNT,2
618,10,1,BACHILLER EN MATEMATICAS,-,1993-01-22,-,2
618,10,2,LICENCIADO EN MATEMATICAS,-,2000-05-05,-,2
618,10,3,MAESTRO EN CIENCIAS MATEMATICAS,CON MENCION EN MATEMATICA UNIVERSITARIA SUPERIOR,2007-10-05,RCU 385-2007,2
618,10,4,DOCTOR EN CIENCIAS: EDUCACIÓN,-,2020-03-20,O.G.Y.T. 004-2020,2
619,10,2,LICENCIADO EN MATEMATICAS,-,1999-09-01,N.092-99-FCNF,2
619,10,1,BACHILLER EN MATEMATICAS,-,1996-01-01,N.003- 96-FCNF,2
619,1,3,Magíster Scientiae en Informática con Mención en: Informática Educativa,-,2022-06-15,1207-2022-R-UNA,2
620,1,3,MAGISTER SCIENTIAE EN INFORMATICA,-,2004-06-18,1204-2004-R-UNA,2
620,104,4,DOCTORA EN MATEMATICA,-,2015-10-16,RR.1746-2015/UNT,2
620,104,1,BACHILLER EN CIENCIAS FISICAS Y MATEMATICAS,-,1989-06-22,0619-97/UNT,2
620,104,2,LICENCIADO EN MATEMATICAS,-,1990-01-25,0619-97/UNT,2
621,1,1,BACHILLER EN INGENIERIA CIVIL,-,2007-01-12,0038-2007-R-UNA,2
621,1,2,INGENIERO CIVIL,-,2007-07-06,1287-2007-R-UNA,2
621,17,3,MAGISTER EN INGENIERIA CIVIL,MENCION: GERENCIA DE LA CONSTRUCCION,2013-08-21,2386,2
621,1,4,DOCTORIS SCIENTIAE EN: CIENCIA TECNOLOGIA Y MEDIO AMBIENTE,-,2014-06-24,2096-2014-R-UNA,2
621,18,4,DOCTOR EN INGENIERÍA CIVIL,-,2022-11-29,1120-2022-CU-UNFV,2
621,32,3,"DIPLOMA DE MAGÍSTER EN INGENIERÍA CIVIL - ÁREA DE INGENIERÍA ESTRUCTURAL, SÍSMICA Y MATERIALES",-,2017-03-31,RESOLUCIÓN DE RECONOCIMIENTO Nº 3020-2017-SUNEDU-02-15-02,2
622,1,3,MAGISTER SCIENTIAE EN: ECONOMIA,MENCION: PROYECTOS DE INVERSION,2009-11-20,1779-2009-R-UNA,2
622,17,1,BACHILLER EN INGENIERIA CIVIL,-,1984-01-16,R-379-83,2
622,17,2,INGENIERO CIVIL,-,1985-12-31,R-1007-85,2
